Location name,Location,Describe,Evaluate,Image,Keywords
Temple of Literature - National Tu Giam,Hanoi,"Temple of Literature - Quoc Tu Giam (Hanoi) is a historical and cultural relic, a place of worship for Confucius and the first university in Vietnam. This is an educational and cultural attraction.",3.1,https://honglam.vn/pic/general/images/van-mieu-quoc-tu-giam%20(5).png,"Famous landmarks, symbols"
Imperial Citadel of Thang Long,Hanoi,"The Imperial Citadel of Thang Long (Hanoi) is an important historical site in Vietnam, once the center of power for many dynasties. This relic bears a strong mark of national history and culture.",3.6,https://hoangthanhthanglong.vn/wp-content/uploads/2023/05/hoangthanh.jpg,"relaxing, peaceful, eco-tourism"
Long Bien Bridge,Hanoi,"Long Bien Bridge (Hanoi) is one of the oldest bridges, imbued with historical value. The bridge connects the two banks of the Red River and is a symbol of the capital.",3.5,https://i2.ex-cdn.com/crystalbay.com/files/content/2024/09/12/cau-long-bien-1-1709.jpg,"conservation, animals, plants"
Dong Loc intersection,Ha Tinh,Dong Loc intersection (Ha Tinh) is a famous historical site associated with the resistance war against the US. This is a place to commemorate the martyrs who died in the war.,4.4,https://lh5.googleusercontent.com/proxy/sF7ugItIUxhPD4gRthgCfsONGinLrN4hEqo_HzazT8C3WqdNtM-xAkxSX-huljbHsrCQLUpdXEgl5zs6Ne7fTaq__2Y,"heritage, history, culture"
Huong Tich Pagoda,Ha Tinh,Dong Loc intersection (Ha Tinh) is a famous historical site associated with the resistance war against the US. This is a place to commemorate the martyrs who died in the war.,3.9,https://static.kinhtedothi.vn/images/upload/2021/12/20/7a462a22-c4d4-492f-b92a-c83c57c2e93d.jpg,"Local, unique, exploratory"
Thien Cam Beach,Ha Tinh,"Thien Cam Beach (Ha Tinh) is a beautiful beach with long sandy beaches and clear blue sea water, where visitors can relax and participate in marine sports activities.",3.2,https://thiencam.net/wp-content/uploads/2017/04/thien-cam-ha-tinh.jpg,"nature, travel, peace"
Nguyen Du relic site,Ha Tinh,"Nguyen Du relic site (Ha Tinh) is a place to commemorate the great poet Nguyen Du, author of ""The Tale of Kieu"". This monument preserves the cultural and historical values ​​of his life and career.",4.9,https://bizweb.dktcdn.net/100/467/540/files/5e51f1b2-2e3d-495d-ba66-b2fc90acdf3f-c2174aa5-b9f4-484f-9089-1e386f3d8ff1.jpg?v=1695609583388,"landscape, landmark, highlight"
Ngang Pass,Ha Tinh,"Ngang Pass (Quang Binh) is one of the most beautiful passes in Vietnam, connecting the two provinces of Quang Binh and Ha Tinh. The pass has majestic and poetic scenery.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYlUKMe1H2ET_dO5xzAeo6GyQ6R07Ci3huow&s,"exploration, nature, relaxation"
Chi Lang Nam Stork Island,Hai Duong,"Chi Lang Nam Stork Island (Hai Duong) is an outstanding nature reserve area with thousands of storks living. This is an ideal eco-tourism destination, with a peaceful space and beautiful landscape.",3.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpzhFtGutS_W02Fr-0hiSq89Y7JzA_vKdnSA&s,"travel, nature, beautiful scenery"
Con Son Pagoda,Hai Duong,"Con Son Pagoda (Hai Duong) is a historical and cultural relic, outstanding with ancient architecture and pure space. This place is one of the famous spiritual tourist destinations in the North.",3.5,https://consonkiepbac.org.vn/wp-content/uploads/2021/03/Cuu-pham-3.jpg,"history, culture, discovery"
Qinghai Water Puppet Village,Hai Duong,Thanh Hai Water Puppet Village (Hai Duong) is a place to preserve and develop traditional water puppetry art. Visitors can enjoy unique puppet shows in a rich folk culture space.,4.1,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/06_2021/lang-roi-nuoc-thanh-hai-sa.png,"Famous landmarks, symbols"
Kiep Bac Temple,Hai Duong,"Kiep Bac Temple (Hai Duong) is the place to worship Hung Dao Dai Vuong Tran Quoc Tuan, who had great contributions in the war against Nguyen. The temple is rich in historical and cultural value.",3.1,https://vietsensetravel.com/view/at_den-kiep-bac_910af4a7a9046696946822e976e0a962.jpg,"relaxing, peaceful, eco-tourism"
Dong Ngo Quyen Market,Hai Duong,Dong Ngo Quyen Market (Hai Phong) is a famous traditional market with a variety of products and bustling atmosphere. The market is a trading place for locals and tourists.,3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5VsYHUiMpVj0SqNQ-3n5vB7orjjCW2v9jzw&s,"conservation, animals, plants"
Do Son,Hai Phong,Do Son (Hai Phong) is a beautiful beach famous for its mountains and blue sea. This is a beach resort with water sports activities and relaxation under the sun.,3.5,https://vietrapro.com/wp-content/uploads/2017/05/bai-bien-do-son-hai-phong.jpg,"heritage, history, culture"
Cat Ba,Hai Phong,Cat Ba (Hai Phong) is a famous island with beautiful beaches and diverse ecosystems. This place is an ideal destination for those who love eco-tourism and the sea.,4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3GEramqChIIWX08m0x2Cq_5N26odngXetIA&s,"Local, unique, exploratory"
Ben Nghieng - Wharf K15,Hai Phong,"Ben Nghieng (Bent K15) (Quang Ninh) is a famous port, associated with war history. This is one of the important historical sites of the North.",4.1,https://image.vietgoing.com/editor/image_czc1638431389.jpg,"nature, travel, peace"
Hon Dau Lighthouse,Hai Phong,"Hon Dau Lighthouse (Hai Phong) is an ancient lighthouse, located on Hon Dau Island. This is one of the important lighthouses in the Gulf of Tonkin region.",4,https://ticotravel.com.vn/wp-content/uploads/2022/05/Hai-dang-Hon-Dau-2.jpg,"landscape, landmark, highlight"
Hoang Van Thu Bridge,Hai Phong,Hoang Van Thu Bridge (Hai Phong) is a vital bridge connecting areas in the city. The bridge stands out with its modern architecture and is the main tourist destination for tourists.,3.3,https://imagev3.dantocmiennui.vn/w1000/Uploaded/2024/ngotzz/2022_08_25/cauhoangvanthu2.jpeg,"exploration, nature, relaxation"
Lung Ngoc Hoang tourist area,Hau Giang,Lung Ngoc Hoang tourist area (Hau Giang) is an outstanding nature reserve with a mangrove ecosystem. This is an ideal destination for those who love eco-tourism and plant and animal research.,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCuDRxQuW4UyoIJKAcItE_ahWHE3_moYpOXg&s,"travel, nature, beautiful scenery"
Nga Bay floating market,Hau Giang,Nga Bay floating market (Hau Giang) is one of the famous floating markets in the West. Visitors can experience shopping on the river and explore the unique floating market culture.,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWb2p0D3meLtBculBebw-4Pea5g8O-zyvo1g&s,"history, culture, discovery"
Vinpearl Hau Giang amusement park,Hau Giang,"Vinpearl Hau Giang Amusement Park is a modern entertainment area, with many attractive games for the whole family. This is an ideal destination for travelers looking for entertainment and relaxation.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKcf2MdvR1tzFaSudJbTNbCmNy5Jxo-qQoIw&s,"Famous landmarks, symbols"
Tan Long stork garden,Hau Giang,"Tan Long Stork Garden (Vinh Long) is an ecological conservation area, where thousands of storks live. Visitors can watch flocks of storks flying in a peaceful space.",4.5,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/10_2021/diem-du-lich-sinh-thai.jpg,"relaxing, peaceful, eco-tourism"
Cai Lon River,Hau Giang,"Cai Lon River (Ca Mau) is a long river, flowing through the Western provinces. This place has a rich ecosystem and is an outstanding eco-tourism destination of the Mekong Delta.",3.2,https://cdn.tuoitre.vn/thumb_w/480/2022/3/13/logo-dptrungnam7-1647141329088927871571.jpg,"conservation, animals, plants"
Thung Nai,Peace,"Thung Nai (Hoa Binh) is a famous tourist area with majestic natural scenery, including a large lake and surrounding mountains. This is an ideal place for tourists who love eco-tourism and participating in outdoor activities such as boating.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYz1fmShZLDoqjX0N9o-8uDiP5fvlaUGP4Ow&s,"heritage, history, culture"
Mai Chau,Peace,"Mai Chau (Hoa Binh) is a beautiful valley, famous for its stilt houses and pristine natural scenery. Mai Chau attracts tourists because of its fresh air, plus the unique culture of the Thai ethnic people.",4.2,https://vcdn1-dulich.vnecdn.net/2022/04/12/du-lich-Mai-Chau-thang-07-mobi-5431-9625-1649760588.jpg?w=0&h=0&q=100&dpr=1&fit=crop&s=5cITecmks1K0MS75q6iQnQ,"Local, unique, exploratory"
Silver Stone Cave,Peace,Da Bac Cave (Quang Ninh) is an outstanding natural cave with strange limestone blocks and mysterious beauty. Visitors can explore the stalactite system and unique rock formations in the quiet space of the cave.,3.9,https://tour.dulichvietnam.com.vn/uploads/image/a-dia-danh-du-lich/dong-da-bac-1.jpg,"nature, travel, peace"
Nine waterfalls Tu Son,Peace,Nine waterfalls Tu Son (Ha Giang) is a system of 9 large and small waterfalls located in the middle of pristine nature. This is an ideal destination for those who love to explore and learn about waterfalls amidst the mountains and forests.,3.2,https://dulichbennghe.cdn.vccloud.vn/wp-content/uploads/2020/03/du-lich-ben-nghe-cuu-thac-tu-son.jpg,"landscape, landmark, highlight"
Thac Bo Temple,Peace,"Thac Bo Temple (Hoa Binh) is a historical relic, worshiping female general Cao Thi Lich. The temple is located near Bo waterfall, has a mysterious scenery and is a sacred place, attracting tourists to visit and pray.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShxh5UJa4Rwa6DjOg-8EmOofNkwvzf9QuAQA&s,"exploration, nature, relaxation"
Pho Hien,Hung Yen,"Pho Hien (Hung Yen) is a famous old town with historical architectural works. This is an attractive destination for tourists who want to learn about history, culture and enjoy local cuisine.",4,https://media.thanhtra.com.vn/public/data/images/0/2022/02/19/travan/pho%CC%82%CC%81-hie%CC%82%CC%81n-1.jpeg,"travel, nature, beautiful scenery"
Chuong Pagoda,Hung Yen,"Chuong Pagoda (Hanoi) is an ancient temple with unique architecture, located in a spacious and peaceful campus. This is a famous pilgrimage site, attracting many Buddhists and tourists to visit.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN_eID3pJlJkMN1b66P0GMq8yYTTUBj05Y6w&s,"history, culture, discovery"
Long Thuong bronze casting village,Hung Yen,Long Thuong bronze casting village (Hanoi) is famous for its long-standing traditional bronze casting craft. Visitors can visit the production process of handicraft copper products and learn about the history of the craft village.,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZBAnp--Ji_JlUPtWDWROIXwNRBCdT5cjONQ&s,"Famous landmarks, symbols"
Phu Ung Temple,Hung Yen,"Phu Ung Temple (Hung Yen) is a historical relic, worshiping Saint Phu Ung, who helped King Hung during the wars. The temple is located in a large campus, with a pure and sacred space.",4.6,https://s-aicmscdn.vietnamhoinhap.vn/vnhn-media/20/1/26/img_2020-01-26_1580004165.jpg,"relaxing, peaceful, eco-tourism"
Nom village communal house,Hung Yen,"Nom village communal house (Hung Yen) is a unique cultural relic, outstanding with traditional architecture and folk festival activities. This is a destination that attracts tourists to explore traditional cultural values.",3.9,https://imagev3.vietnamplus.vn/w1000/Uploaded/2024/qfsqy/2022_11_04/dinh_lang_nom.JPG.webp,"conservation, animals, plants"
